Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
El amigo de la que paga,"Suits: Season 1: ""Rules of the Game""",Microsoft Xbox Series S,2023-07-15 06:03:56,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":439,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2523885,""mediaOffsetMs"":2523243},{""eventType"":""stopped"",""sessionOffsetMs"":2523951,""mediaOffsetMs"":2523353}]"
El amigo de la que paga,"Suits: Season 1: ""The Shelf Life""",Microsoft Xbox Series S,2023-07-15 05:28:06,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":375124},{""eventType"":""playing"",""sessionOffsetMs"":1467,""mediaOffsetMs"":375124},{""eventType"":""paused"",""sessionOffsetMs"":2150653,""mediaOffsetMs"":2523991},{""eventType"":""stopped"",""sessionOffsetMs"":2150712,""mediaOffsetMs"":2524218}]"
El amigo de la que paga,The Karate Kid_hook_primary_16x9,Microsoft Xbox Series S,2023-07-15 05:28:04,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1843,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1940,""mediaOffsetMs"":52},{""eventType"":""stopped"",""sessionOffsetMs"":3002,""mediaOffsetMs"":79}]"
El amigo de la que paga,Season 1 Cliffhanger Clip: Quarterback,Microsoft Xbox Series S,2023-07-15 05:24:52,US,"[{""eventType"":""start"",""sessionOffsetMs"":190471,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":191031,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":191685,""mediaOffsetMs"":265},{""eventType"":""stopped"",""sessionOffsetMs"":191779,""mediaOffsetMs"":642}]"
El amigo de la que paga,"Suits: Season 1: ""The Shelf Life""",Samsung CE 2022 Pontus-M Smart TV,2023-07-15 00:09:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":583},{""eventType"":""playing"",""sessionOffsetMs"":1698,""mediaOffsetMs"":583},{""eventType"":""playing"",""sessionOffsetMs"":25147,""mediaOffsetMs"":24032},{""eventType"":""playing"",""sessionOffsetMs"":39163,""mediaOffsetMs"":38048},{""eventType"":""playing"",""sessionOffsetMs"":97211,""mediaOffsetMs"":96096},{""eventType"":""playing"",""sessionOffsetMs"":125243,""mediaOffsetMs"":124128},{""eventType"":""playing"",""sessionOffsetMs"":161275,""mediaOffsetMs"":160160},{""eventType"":""paused"",""sessionOffsetMs"":379504,""mediaOffsetMs"":376889}]"
El amigo de la que paga,"Suits: Season 1: ""Undefeated""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 23:27:02,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2335},{""eventType"":""playing"",""sessionOffsetMs"":1079,""mediaOffsetMs"":2335},{""eventType"":""playing"",""sessionOffsetMs"":22776,""mediaOffsetMs"":24032},{""eventType"":""playing"",""sessionOffsetMs"":72824,""mediaOffsetMs"":74080},{""eventType"":""playing"",""sessionOffsetMs"":86840,""mediaOffsetMs"":88096},{""eventType"":""playing"",""sessionOffsetMs"":94840,""mediaOffsetMs"":96096},{""eventType"":""playing"",""sessionOffsetMs"":343096,""mediaOffsetMs"":344352},{""eventType"":""playing"",""sessionOffsetMs"":513272,""mediaOffsetMs"":514528},{""eventType"":""playing"",""sessionOffsetMs"":527288,""mediaOffsetMs"":528544},{""eventType"":""playing"",""sessionOffsetMs"":557304,""mediaOffsetMs"":558560},{""eventType"":""playing"",""sessionOffsetMs"":563320,""mediaOffsetMs"":564576},{""eventType"":""playing"",""sessionOffsetMs"":641400,""mediaOffsetMs"":642656},{""eventType"":""playing"",""sessionOffsetMs"":699448,""mediaOffsetMs"":700704},{""eventType"":""playing"",""sessionOffsetMs"":1055800,""mediaOffsetMs"":1057056},{""eventType"":""playing"",""sessionOffsetMs"":1061816,""mediaOffsetMs"":1063072},{""eventType"":""playing"",""sessionOffsetMs"":1089848,""mediaOffsetMs"":1091104},{""eventType"":""playing"",""sessionOffsetMs"":1097848,""mediaOffsetMs"":1099104},{""eventType"":""playing"",""sessionOffsetMs"":1446200,""mediaOffsetMs"":1447456},{""eventType"":""playing"",""sessionOffsetMs"":1482232,""mediaOffsetMs"":1483488},{""eventType"":""paused"",""sessionOffsetMs"":2544497,""mediaOffsetMs"":2545347},{""eventType"":""stopped"",""sessionOffsetMs"":2544845,""mediaOffsetMs"":2545693}]"
El amigo de la que paga,"Suits: Season 1: ""Identity Crisis""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:43:08,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1023,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":107135,""mediaOffsetMs"":106112},{""eventType"":""playing"",""sessionOffsetMs"":113151,""mediaOffsetMs"":112128},{""eventType"":""paused"",""sessionOffsetMs"":229729,""mediaOffsetMs"":228507},{""eventType"":""reposition"",""sessionOffsetMs"":229729,""mediaOffsetMs"":218674},{""eventType"":""paused"",""sessionOffsetMs"":229910,""mediaOffsetMs"":218674},{""eventType"":""reposition"",""sessionOffsetMs"":232313,""mediaOffsetMs"":190000},{""eventType"":""playing"",""sessionOffsetMs"":234665,""mediaOffsetMs"":189814},{""eventType"":""playing"",""sessionOffsetMs"":253075,""mediaOffsetMs"":208224},{""eventType"":""paused"",""sessionOffsetMs"":266853,""mediaOffsetMs"":221879},{""eventType"":""reposition"",""sessionOffsetMs"":266853,""mediaOffsetMs"":212017},{""eventType"":""paused"",""sessionOffsetMs"":267006,""mediaOffsetMs"":212017},{""eventType"":""reposition"",""sessionOffsetMs"":268809,""mediaOffsetMs"":200000},{""eventType"":""playing"",""sessionOffsetMs"":273321,""mediaOffsetMs"":194152},{""eventType"":""playing"",""sessionOffsetMs"":351457,""mediaOffsetMs"":272288},{""eventType"":""playing"",""sessionOffsetMs"":367457,""mediaOffsetMs"":288288},{""eventType"":""playing"",""sessionOffsetMs"":373473,""mediaOffsetMs"":294304},{""eventType"":""playing"",""sessionOffsetMs"":964065,""mediaOffsetMs"":884896},{""eventType"":""playing"",""sessionOffsetMs"":978081,""mediaOffsetMs"":898912},{""eventType"":""playing"",""sessionOffsetMs"":986081,""mediaOffsetMs"":906912},{""eventType"":""playing"",""sessionOffsetMs"":1008097,""mediaOffsetMs"":928928},{""eventType"":""playing"",""sessionOffsetMs"":1014113,""mediaOffsetMs"":934944},{""eventType"":""playing"",""sessionOffsetMs"":1050145,""mediaOffsetMs"":970976},{""eventType"":""playing"",""sessionOffsetMs"":1064161,""mediaOffsetMs"":984992},{""eventType"":""playing"",""sessionOffsetMs"":1092193,""mediaOffsetMs"":1013024},{""eventType"":""playing"",""sessionOffsetMs"":1100193,""mediaOffsetMs"":1021024},{""eventType"":""playing"",""sessionOffsetMs"":1376481,""mediaOffsetMs"":1297312},{""eventType"":""playing"",""sessionOffsetMs"":1426529,""mediaOffsetMs"":1347360},{""eventType"":""playing"",""sessionOffsetMs"":1434529,""mediaOffsetMs"":1355360},{""eventType"":""playing"",""sessionOffsetMs"":1520609,""mediaOffsetMs"":1441440},{""eventType"":""playing"",""sessionOffsetMs"":1584673,""mediaOffsetMs"":1505504},{""eventType"":""playing"",""sessionOffsetMs"":1626721,""mediaOffsetMs"":1547552},{""eventType"":""playing"",""sessionOffsetMs"":1682785,""mediaOffsetMs"":1603616},{""eventType"":""playing"",""sessionOffsetMs"":1746849,""mediaOffsetMs"":1667680},{""eventType"":""playing"",""sessionOffsetMs"":2047137,""mediaOffsetMs"":1967968},{""eventType"":""playing"",""sessionOffsetMs"":2103201,""mediaOffsetMs"":2024032},{""eventType"":""playing"",""sessionOffsetMs"":2145249,""mediaOffsetMs"":2066080},{""eventType"":""playing"",""sessionOffsetMs"":2189281,""mediaOffsetMs"":2110112},{""eventType"":""playing"",""sessionOffsetMs"":2323425,""mediaOffsetMs"":2244256},{""eventType"":""playing"",""sessionOffsetMs"":2331425,""mediaOffsetMs"":2252256},{""eventType"":""playing"",""sessionOffsetMs"":2348134,""mediaOffsetMs"":2268975},{""eventType"":""playing"",""sessionOffsetMs"":2366902,""mediaOffsetMs"":2287743},{""eventType"":""playing"",""sessionOffsetMs"":2395479,""mediaOffsetMs"":2316320},{""eventType"":""playing"",""sessionOffsetMs"":2573655,""mediaOffsetMs"":2494496},{""eventType"":""playing"",""sessionOffsetMs"":2593687,""mediaOffsetMs"":2514528},{""eventType"":""paused"",""sessionOffsetMs"":2633405,""mediaOffsetMs"":2553829},{""eventType"":""stopped"",""sessionOffsetMs"":2634802,""mediaOffsetMs"":2554192}]"
El amigo de la que paga,"Suits: Season 1: ""Play the Man""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:11:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1571,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2964,""mediaOffsetMs"":1210},{""eventType"":""reposition"",""sessionOffsetMs"":17140,""mediaOffsetMs"":950000},{""eventType"":""playing"",""sessionOffsetMs"":17955,""mediaOffsetMs"":947988},{""eventType"":""playing"",""sessionOffsetMs"":40943,""mediaOffsetMs"":970976},{""eventType"":""playing"",""sessionOffsetMs"":46959,""mediaOffsetMs"":976992},{""eventType"":""playing"",""sessionOffsetMs"":54959,""mediaOffsetMs"":984992},{""eventType"":""playing"",""sessionOffsetMs"":105007,""mediaOffsetMs"":1035040},{""eventType"":""paused"",""sessionOffsetMs"":267203,""mediaOffsetMs"":1197047},{""eventType"":""playing"",""sessionOffsetMs"":527672,""mediaOffsetMs"":1197047},{""eventType"":""playing"",""sessionOffsetMs"":964257,""mediaOffsetMs"":1633632},{""eventType"":""paused"",""sessionOffsetMs"":1872952,""mediaOffsetMs"":2542404},{""eventType"":""stopped"",""sessionOffsetMs"":1874329,""mediaOffsetMs"":2542552}]"
El amigo de la que paga,"Suits: Season 1: ""Identity Crisis""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:11:51,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":49132},{""eventType"":""playing"",""sessionOffsetMs"":1482,""mediaOffsetMs"":49132},{""eventType"":""paused"",""sessionOffsetMs"":2288,""mediaOffsetMs"":49728},{""eventType"":""stopped"",""sessionOffsetMs"":5551,""mediaOffsetMs"":49728}]"
El amigo de la que paga,Suits: Season 1_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:11:50,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1082,""mediaOffsetMs"":0}]"
El amigo de la que paga,"Suits: Season 1: ""Identity Crisis""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:09:57,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7055,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":91151,""mediaOffsetMs"":84096},{""eventType"":""playing"",""sessionOffsetMs"":105167,""mediaOffsetMs"":98112},{""eventType"":""paused"",""sessionOffsetMs"":108513,""mediaOffsetMs"":101357},{""eventType"":""reposition"",""sessionOffsetMs"":108513,""mediaOffsetMs"":91422},{""eventType"":""paused"",""sessionOffsetMs"":108691,""mediaOffsetMs"":91422},{""eventType"":""reposition"",""sessionOffsetMs"":109761,""mediaOffsetMs"":50000},{""eventType"":""playing"",""sessionOffsetMs"":110782,""mediaOffsetMs"":49132},{""eventType"":""paused"",""sessionOffsetMs"":112035,""mediaOffsetMs"":49733},{""eventType"":""stopped"",""sessionOffsetMs"":114903,""mediaOffsetMs"":49733}]"
El amigo de la que paga,"Suits: Season 1: ""The Shelf Life""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:09:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2223,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4660,""mediaOffsetMs"":1806},{""eventType"":""stopped"",""sessionOffsetMs"":9592,""mediaOffsetMs"":1806}]"
El amigo de la que paga,The Karate Kid_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:09:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":929,""mediaOffsetMs"":0}]"
El amigo de la que paga,Season 1 Cliffhanger Clip: Quarterback,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 22:08:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2378,""mediaOffsetMs"":0}]"
El amigo de la que paga,"Suits: Season 1: ""The Shelf Life""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 06:29:10,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1170,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5523,""mediaOffsetMs"":3916},{""eventType"":""stopped"",""sessionOffsetMs"":3606305,""mediaOffsetMs"":3916}]"
El amigo de la que paga,"Suits: Season 1: ""Undefeated""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 05:46:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2335},{""eventType"":""playing"",""sessionOffsetMs"":1051,""mediaOffsetMs"":2335},{""eventType"":""playing"",""sessionOffsetMs"":22748,""mediaOffsetMs"":24032},{""eventType"":""playing"",""sessionOffsetMs"":30748,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":36764,""mediaOffsetMs"":38048},{""eventType"":""playing"",""sessionOffsetMs"":44764,""mediaOffsetMs"":46048},{""eventType"":""paused"",""sessionOffsetMs"":2544525,""mediaOffsetMs"":2545552},{""eventType"":""stopped"",""sessionOffsetMs"":2544869,""mediaOffsetMs"":2545788}]"
El amigo de la que paga,"Suits: Season 1: ""Identity Crisis""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 05:04:10,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1231,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":21263,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":29263,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":35279,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":49295,""mediaOffsetMs"":48064},{""eventType"":""playing"",""sessionOffsetMs"":1580815,""mediaOffsetMs"":1579584},{""eventType"":""playing"",""sessionOffsetMs"":1616847,""mediaOffsetMs"":1615616},{""eventType"":""playing"",""sessionOffsetMs"":1650895,""mediaOffsetMs"":1649664},{""eventType"":""playing"",""sessionOffsetMs"":1809039,""mediaOffsetMs"":1807808},{""eventType"":""paused"",""sessionOffsetMs"":2555422,""mediaOffsetMs"":2554006},{""eventType"":""stopped"",""sessionOffsetMs"":2555742,""mediaOffsetMs"":2554146}]"
El amigo de la que paga,"Suits: Season 1: ""Play the Man""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:32:21,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":634800},{""eventType"":""playing"",""sessionOffsetMs"":2798,""mediaOffsetMs"":634800},{""eventType"":""playing"",""sessionOffsetMs"":24670,""mediaOffsetMs"":656672},{""eventType"":""playing"",""sessionOffsetMs"":32670,""mediaOffsetMs"":664672},{""eventType"":""playing"",""sessionOffsetMs"":40670,""mediaOffsetMs"":672672},{""eventType"":""playing"",""sessionOffsetMs"":68702,""mediaOffsetMs"":700704},{""eventType"":""paused"",""sessionOffsetMs"":1909874,""mediaOffsetMs"":2541583},{""eventType"":""stopped"",""sessionOffsetMs"":1910275,""mediaOffsetMs"":2541801}]"
El amigo de la que paga,The Walking Dead: Season 1 - CLM 9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:32:19,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1841,""mediaOffsetMs"":0}]"
El amigo de la que paga,Season 1 Character Intro Clip: Quarterback,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:32:18,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1427,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1520,""mediaOffsetMs"":23},{""eventType"":""stopped"",""sessionOffsetMs"":3204,""mediaOffsetMs"":23}]"
El amigo de la que paga,"The Walking Dead: Season 1: ""Wildfire""",Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:11:17,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1032781},{""eventType"":""playing"",""sessionOffsetMs"":3177,""mediaOffsetMs"":1032781},{""eventType"":""playing"",""sessionOffsetMs"":23452,""mediaOffsetMs"":1053056},{""eventType"":""playing"",""sessionOffsetMs"":23539,""mediaOffsetMs"":1053135},{""eventType"":""playing"",""sessionOffsetMs"":29476,""mediaOffsetMs"":1059072},{""eventType"":""playing"",""sessionOffsetMs"":38678,""mediaOffsetMs"":1068275},{""eventType"":""playing"",""sessionOffsetMs"":44058,""mediaOffsetMs"":1073655},{""eventType"":""playing"",""sessionOffsetMs"":49397,""mediaOffsetMs"":1078994},{""eventType"":""playing"",""sessionOffsetMs"":69208,""mediaOffsetMs"":1098806},{""eventType"":""playing"",""sessionOffsetMs"":74172,""mediaOffsetMs"":1103769},{""eventType"":""playing"",""sessionOffsetMs"":109582,""mediaOffsetMs"":1139179},{""eventType"":""playing"",""sessionOffsetMs"":117549,""mediaOffsetMs"":1147146},{""eventType"":""playing"",""sessionOffsetMs"":131646,""mediaOffsetMs"":1161243},{""eventType"":""playing"",""sessionOffsetMs"":141330,""mediaOffsetMs"":1170919},{""eventType"":""playing"",""sessionOffsetMs"":179627,""mediaOffsetMs"":1209216},{""eventType"":""playing"",""sessionOffsetMs"":187627,""mediaOffsetMs"":1217216},{""eventType"":""playing"",""sessionOffsetMs"":321771,""mediaOffsetMs"":1351360},{""eventType"":""playing"",""sessionOffsetMs"":357803,""mediaOffsetMs"":1387392},{""eventType"":""paused"",""sessionOffsetMs"":1255864,""mediaOffsetMs"":2284621},{""eventType"":""stopped"",""sessionOffsetMs"":1257711,""mediaOffsetMs"":2284621}]"
El amigo de la que paga,The Walking Dead: Season 1 - CLM 9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:11:15,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5880},{""eventType"":""stopped"",""sessionOffsetMs"":12674,""mediaOffsetMs"":5880}]"
El amigo de la que paga,The Walking Dead: Season 1 - CLM 9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:11:05,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3740,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":11285,""mediaOffsetMs"":6912},{""eventType"":""stopped"",""sessionOffsetMs"":12792,""mediaOffsetMs"":7156}]"
El amigo de la que paga,Season 1 Character Intro Clip: Quarterback,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:11:03,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3477,""mediaOffsetMs"":0}]"
El amigo de la que paga,Cruza la frontera Character Intro 2 Clip: Taco Chronicles,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:59,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4151,""mediaOffsetMs"":0}]"
El amigo de la que paga,Season 1 Moment of High Emotion Clip: BEEF,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:57,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2461,""mediaOffsetMs"":0}]"
El amigo de la que paga,Reservoir Dogs_hook_01_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:48,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2249,""mediaOffsetMs"":0}]"
El amigo de la que paga,White House Down_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1821,""mediaOffsetMs"":0}]"
El amigo de la que paga,Trailer: 65,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":917},{""eventType"":""stopped"",""sessionOffsetMs"":1612,""mediaOffsetMs"":917}]"
El amigo de la que paga,Liar Liar_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:42,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2509,""mediaOffsetMs"":0}]"
El amigo de la que paga,Ray_hook_01_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:40,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2780,""mediaOffsetMs"":0}]"
El amigo de la que paga,The Karate Kid_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3927,""mediaOffsetMs"":0}]"
El amigo de la que paga,Season 1 Cliffhanger Clip: Quarterback,Samsung CE 2022 Pontus-M Smart TV,2023-07-14 04:10:32,US,"[{""eventType"":""start"",""sessionOffsetMs"":2793,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3352,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4697,""mediaOffsetMs"":1109},{""eventType"":""stopped"",""sessionOffsetMs"":6098,""mediaOffsetMs"":1338}]"
El amigo de la que paga,"Taco Chronicles: Volume 1: ""Pastor""",Microsoft Xbox Series S,2023-07-13 06:02:42,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5005},{""eventType"":""playing"",""sessionOffsetMs"":506,""mediaOffsetMs"":5005},{""eventType"":""paused"",""sessionOffsetMs"":4671,""mediaOffsetMs"":9030}]"
El amigo de la que paga,"Taco Chronicles: Volume 1: ""Guisado""",Microsoft Xbox Series S,2023-07-13 05:32:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3628},{""eventType"":""playing"",""sessionOffsetMs"":481,""mediaOffsetMs"":3628},{""eventType"":""paused"",""sessionOffsetMs"":1816360,""mediaOffsetMs"":1819232},{""eventType"":""stopped"",""sessionOffsetMs"":1816419,""mediaOffsetMs"":1819422}]"
El amigo de la que paga,"Taco Chronicles: Volume 1: ""Barbacoa""",Microsoft Xbox Series S,2023-07-13 05:02:20,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3628},{""eventType"":""playing"",""sessionOffsetMs"":501,""mediaOffsetMs"":3628},{""eventType"":""paused"",""sessionOffsetMs"":1806403,""mediaOffsetMs"":1809205},{""eventType"":""stopped"",""sessionOffsetMs"":1806462,""mediaOffsetMs"":1809438}]"
El amigo de la que paga,"Taco Chronicles: Volume 1: ""Asada""",Microsoft Xbox Series S,2023-07-13 04:36:22,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3628},{""eventType"":""playing"",""sessionOffsetMs"":618,""mediaOffsetMs"":3628},{""eventType"":""paused"",""sessionOffsetMs"":1557431,""mediaOffsetMs"":1560284},{""eventType"":""stopped"",""sessionOffsetMs"":1557488,""mediaOffsetMs"":1560364}]"
El amigo de la que paga,"Taco Chronicles: Volume 1: ""Canasta""",Microsoft Xbox Series S,2023-07-13 03:50:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2069,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":17098,""mediaOffsetMs"":15015},{""eventType"":""paused"",""sessionOffsetMs"":875132,""mediaOffsetMs"":872675},{""eventType"":""playing"",""sessionOffsetMs"":2110469,""mediaOffsetMs"":872675},{""eventType"":""paused"",""sessionOffsetMs"":2746254,""mediaOffsetMs"":1508634},{""eventType"":""stopped"",""sessionOffsetMs"":2746322,""mediaOffsetMs"":1508723}]"
El amigo de la que paga,"Taco Chronicles: Cross the Border: ""San Antonio""",Microsoft Xbox Series S,2023-07-13 03:50:21,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3119,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3192,""mediaOffsetMs"":53},{""eventType"":""stopped"",""sessionOffsetMs"":17473,""mediaOffsetMs"":53}]"
El amigo de la que paga,Cruza la frontera Character Intro 2 Clip: Taco Chronicles,Microsoft Xbox Series S,2023-07-13 03:50:18,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2214,""mediaOffsetMs"":0}]"
El amigo de la que paga,My Next Guest Needs No Introduction With David Letterman: JAY-Z_hook_07_16x9,Microsoft Xbox Series S,2023-07-13 03:50:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1389,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2229,""mediaOffsetMs"":549},{""eventType"":""stopped"",""sessionOffsetMs"":3715,""mediaOffsetMs"":549}]"
El amigo de la que paga,George Lopez: Why You Crying?_hook_01_16x9,Microsoft Xbox Series S,2023-07-13 03:50:13,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1827,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1937,""mediaOffsetMs"":71},{""eventType"":""stopped"",""sessionOffsetMs"":2980,""mediaOffsetMs"":92}]"
El amigo de la que paga,Breaking Bad: Season 1_hook_02_16x9,Microsoft Xbox Series S,2023-07-13 03:50:10,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1245,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1436,""mediaOffsetMs"":58},{""eventType"":""stopped"",""sessionOffsetMs"":3168,""mediaOffsetMs"":58}]"
