Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
El amigo de la que paga,"Suits: Season 3: ""Unfinished Business""",Microsoft Xbox One,2023-07-31 01:11:00,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":402819},{""eventType"":""playing"",""sessionOffsetMs"":2384,""mediaOffsetMs"":402819},{""eventType"":""playing"",""sessionOffsetMs"":16648,""mediaOffsetMs"":417041},{""eventType"":""playing"",""sessionOffsetMs"":31200,""mediaOffsetMs"":431597},{""eventType"":""playing"",""sessionOffsetMs"":36038,""mediaOffsetMs"":436436},{""eventType"":""playing"",""sessionOffsetMs"":42942,""mediaOffsetMs"":443359},{""eventType"":""playing"",""sessionOffsetMs"":51169,""mediaOffsetMs"":451576},{""eventType"":""playing"",""sessionOffsetMs"":65108,""mediaOffsetMs"":465506},{""eventType"":""paused"",""sessionOffsetMs"":239950,""mediaOffsetMs"":815189},{""eventType"":""reposition"",""sessionOffsetMs"":414791,""mediaOffsetMs"":805386},{""eventType"":""playing"",""sessionOffsetMs"":415406,""mediaOffsetMs"":799645},{""eventType"":""playing"",""sessionOffsetMs"":415424,""mediaOffsetMs"":805386},{""eventType"":""paused"",""sessionOffsetMs"":416033,""mediaOffsetMs"":799553},{""eventType"":""playing"",""sessionOffsetMs"":416224,""mediaOffsetMs"":799553},{""eventType"":""paused"",""sessionOffsetMs"":416341,""mediaOffsetMs"":800090},{""eventType"":""reposition"",""sessionOffsetMs"":416341,""mediaOffsetMs"":780146},{""eventType"":""playing"",""sessionOffsetMs"":416915,""mediaOffsetMs"":800192},{""eventType"":""paused"",""sessionOffsetMs"":417168,""mediaOffsetMs"":800643},{""eventType"":""reposition"",""sessionOffsetMs"":419249,""mediaOffsetMs"":720000},{""eventType"":""playing"",""sessionOffsetMs"":422263,""mediaOffsetMs"":718759},{""eventType"":""playing"",""sessionOffsetMs"":422342,""mediaOffsetMs"":718902},{""eventType"":""playing"",""sessionOffsetMs"":448545,""mediaOffsetMs"":745077},{""eventType"":""playing"",""sessionOffsetMs"":498395,""mediaOffsetMs"":794919},{""eventType"":""playing"",""sessionOffsetMs"":511496,""mediaOffsetMs"":808015},{""eventType"":""paused"",""sessionOffsetMs"":1775719,""mediaOffsetMs"":2071830},{""eventType"":""reposition"",""sessionOffsetMs"":1779254,""mediaOffsetMs"":1910000},{""eventType"":""playing"",""sessionOffsetMs"":1797790,""mediaOffsetMs"":1905987},{""eventType"":""playing"",""sessionOffsetMs"":1797917,""mediaOffsetMs"":1906213},{""eventType"":""playing"",""sessionOffsetMs"":1803020,""mediaOffsetMs"":1911284},{""eventType"":""playing"",""sessionOffsetMs"":1816367,""mediaOffsetMs"":1924631},{""eventType"":""playing"",""sessionOffsetMs"":1820972,""mediaOffsetMs"":1929218},{""eventType"":""playing"",""sessionOffsetMs"":1832297,""mediaOffsetMs"":1940521},{""eventType"":""playing"",""sessionOffsetMs"":1864103,""mediaOffsetMs"":1962543},{""eventType"":""playing"",""sessionOffsetMs"":1866568,""mediaOffsetMs"":1965004},{""eventType"":""playing"",""sessionOffsetMs"":1895402,""mediaOffsetMs"":1994283},{""eventType"":""playing"",""sessionOffsetMs"":1900043,""mediaOffsetMs"":1998913},{""eventType"":""playing"",""sessionOffsetMs"":1905047,""mediaOffsetMs"":2003918},{""eventType"":""playing"",""sessionOffsetMs"":1911380,""mediaOffsetMs"":2010258},{""eventType"":""playing"",""sessionOffsetMs"":1925380,""mediaOffsetMs"":2024230},{""eventType"":""playing"",""sessionOffsetMs"":2078278,""mediaOffsetMs"":2177133},{""eventType"":""playing"",""sessionOffsetMs"":2101361,""mediaOffsetMs"":2200198},{""eventType"":""playing"",""sessionOffsetMs"":2237484,""mediaOffsetMs"":2336334},{""eventType"":""playing"",""sessionOffsetMs"":2259630,""mediaOffsetMs"":2358481},{""eventType"":""playing"",""sessionOffsetMs"":2305975,""mediaOffsetMs"":2404819},{""eventType"":""playing"",""sessionOffsetMs"":2319739,""mediaOffsetMs"":2418582},{""eventType"":""playing"",""sessionOffsetMs"":2335596,""mediaOffsetMs"":2434432},{""eventType"":""playing"",""sessionOffsetMs"":2426647,""mediaOffsetMs"":2525481},{""eventType"":""paused"",""sessionOffsetMs"":2464106,""mediaOffsetMs"":2562605},{""eventType"":""stopped"",""sessionOffsetMs"":2465414,""mediaOffsetMs"":2562848}]"
El amigo de la que paga,"Suits: Season 3: ""Unfinished Business""",Microsoft Xbox One,2023-07-31 01:10:31,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":402819},{""eventType"":""playing"",""sessionOffsetMs"":7169,""mediaOffsetMs"":402819},{""eventType"":""paused"",""sessionOffsetMs"":9570,""mediaOffsetMs"":404994},{""eventType"":""playing"",""sessionOffsetMs"":27026,""mediaOffsetMs"":404994},{""eventType"":""paused"",""sessionOffsetMs"":29930,""mediaOffsetMs"":407618},{""eventType"":""stopped"",""sessionOffsetMs"":31901,""mediaOffsetMs"":407914}]"
El amigo de la que paga,Suits: Season 1_hook_primary_16x9,Microsoft Xbox One,2023-07-31 01:10:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2397,""mediaOffsetMs"":0}]"
El amigo de la que paga,"Suits: Season 3: ""Unfinished Business""",Samsung CE 2022 Pontus-M Smart TV,2023-07-31 00:11:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":60977},{""eventType"":""playing"",""sessionOffsetMs"":1056,""mediaOffsetMs"":60977},{""eventType"":""playing"",""sessionOffsetMs"":20175,""mediaOffsetMs"":80096},{""eventType"":""playing"",""sessionOffsetMs"":28175,""mediaOffsetMs"":88096},{""eventType"":""playing"",""sessionOffsetMs"":36175,""mediaOffsetMs"":96096},{""eventType"":""playing"",""sessionOffsetMs"":42191,""mediaOffsetMs"":102112},{""eventType"":""playing"",""sessionOffsetMs"":70223,""mediaOffsetMs"":130144},{""eventType"":""playing"",""sessionOffsetMs"":92239,""mediaOffsetMs"":152160},{""eventType"":""paused"",""sessionOffsetMs"":352855,""mediaOffsetMs"":412446},{""eventType"":""stopped"",""sessionOffsetMs"":676811,""mediaOffsetMs"":412446}]"
El amigo de la que paga,"Suits: Season 3: ""I Want You to Want Me""",Samsung CE 2022 Pontus-M Smart TV,2023-07-30 23:29:14,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":33992},{""eventType"":""playing"",""sessionOffsetMs"":993,""mediaOffsetMs"":33992},{""eventType"":""playing"",""sessionOffsetMs"":23065,""mediaOffsetMs"":56064},{""eventType"":""playing"",""sessionOffsetMs"":59097,""mediaOffsetMs"":92096},{""eventType"":""playing"",""sessionOffsetMs"":73113,""mediaOffsetMs"":106112},{""eventType"":""playing"",""sessionOffsetMs"":87129,""mediaOffsetMs"":120128},{""eventType"":""playing"",""sessionOffsetMs"":927961,""mediaOffsetMs"":960960},{""eventType"":""playing"",""sessionOffsetMs"":962009,""mediaOffsetMs"":995008},{""eventType"":""playing"",""sessionOffsetMs"":1184217,""mediaOffsetMs"":1217216},{""eventType"":""playing"",""sessionOffsetMs"":1190233,""mediaOffsetMs"":1223232},{""eventType"":""playing"",""sessionOffsetMs"":1212249,""mediaOffsetMs"":1245248},{""eventType"":""playing"",""sessionOffsetMs"":1268313,""mediaOffsetMs"":1301312},{""eventType"":""playing"",""sessionOffsetMs"":1482521,""mediaOffsetMs"":1515520},{""eventType"":""paused"",""sessionOffsetMs"":2522085,""mediaOffsetMs"":2554899},{""eventType"":""stopped"",""sessionOffsetMs"":2522442,""mediaOffsetMs"":2555040}]"
El amigo de la que paga,"Suits: Season 3: ""The Arrangement""",Samsung CE 2022 Pontus-M Smart TV,2023-07-30 23:08:32,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1952659},{""eventType"":""playing"",""sessionOffsetMs"":1501,""mediaOffsetMs"":1952659},{""eventType"":""playing"",""sessionOffsetMs"":22826,""mediaOffsetMs"":1973984},{""eventType"":""playing"",""sessionOffsetMs"":30826,""mediaOffsetMs"":1981984},{""eventType"":""playing"",""sessionOffsetMs"":36842,""mediaOffsetMs"":1988000},{""eventType"":""playing"",""sessionOffsetMs"":44842,""mediaOffsetMs"":1996000},{""eventType"":""paused"",""sessionOffsetMs"":840119,""mediaOffsetMs"":2791094},{""eventType"":""reposition"",""sessionOffsetMs"":840119,""mediaOffsetMs"":2781231},{""eventType"":""paused"",""sessionOffsetMs"":840315,""mediaOffsetMs"":2781231},{""eventType"":""reposition"",""sessionOffsetMs"":847247,""mediaOffsetMs"":2470000},{""eventType"":""playing"",""sessionOffsetMs"":850182,""mediaOffsetMs"":2464962},{""eventType"":""playing"",""sessionOffsetMs"":850260,""mediaOffsetMs"":2465057},{""eventType"":""playing"",""sessionOffsetMs"":943763,""mediaOffsetMs"":2558560},{""eventType"":""playing"",""sessionOffsetMs"":957779,""mediaOffsetMs"":2572576},{""eventType"":""playing"",""sessionOffsetMs"":993811,""mediaOffsetMs"":2608608},{""eventType"":""playing"",""sessionOffsetMs"":1027859,""mediaOffsetMs"":2642656},{""eventType"":""playing"",""sessionOffsetMs"":1035859,""mediaOffsetMs"":2650656},{""eventType"":""playing"",""sessionOffsetMs"":1063891,""mediaOffsetMs"":2678688},{""eventType"":""playing"",""sessionOffsetMs"":1214035,""mediaOffsetMs"":2828832},{""eventType"":""paused"",""sessionOffsetMs"":1242696,""mediaOffsetMs"":2857182},{""eventType"":""stopped"",""sessionOffsetMs"":1242977,""mediaOffsetMs"":2857447}]"
El amigo de la que paga,"Suits: Season 3: ""The Arrangement""",Samsung CE 2022 Pontus-M Smart TV,2023-07-30 21:47:43,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1745618},{""eventType"":""playing"",""sessionOffsetMs"":1623,""mediaOffsetMs"":1745618},{""eventType"":""paused"",""sessionOffsetMs"":4831,""mediaOffsetMs"":1748505},{""eventType"":""reposition"",""sessionOffsetMs"":9330,""mediaOffsetMs"":1610000},{""eventType"":""playing"",""sessionOffsetMs"":10293,""mediaOffsetMs"":1609316},{""eventType"":""playing"",""sessionOffsetMs"":10353,""mediaOffsetMs"":1609524},{""eventType"":""playing"",""sessionOffsetMs"":30461,""mediaOffsetMs"":1629632},{""eventType"":""playing"",""sessionOffsetMs"":36477,""mediaOffsetMs"":1635648},{""eventType"":""playing"",""sessionOffsetMs"":44477,""mediaOffsetMs"":1643648},{""eventType"":""playing"",""sessionOffsetMs"":94525,""mediaOffsetMs"":1693696},{""eventType"":""paused"",""sessionOffsetMs"":231215,""mediaOffsetMs"":1830081},{""eventType"":""reposition"",""sessionOffsetMs"":231215,""mediaOffsetMs"":1820371},{""eventType"":""paused"",""sessionOffsetMs"":231497,""mediaOffsetMs"":1820371},{""eventType"":""reposition"",""sessionOffsetMs"":232858,""mediaOffsetMs"":1790000},{""eventType"":""playing"",""sessionOffsetMs"":234552,""mediaOffsetMs"":1787660},{""eventType"":""playing"",""sessionOffsetMs"":234633,""mediaOffsetMs"":1787766},{""eventType"":""playing"",""sessionOffsetMs"":254675,""mediaOffsetMs"":1807808},{""eventType"":""playing"",""sessionOffsetMs"":260691,""mediaOffsetMs"":1813824},{""eventType"":""playing"",""sessionOffsetMs"":268691,""mediaOffsetMs"":1821824},{""eventType"":""playing"",""sessionOffsetMs"":324755,""mediaOffsetMs"":1877888},{""eventType"":""paused"",""sessionOffsetMs"":402572,""mediaOffsetMs"":1955232},{""eventType"":""stopped"",""sessionOffsetMs"":3833483,""mediaOffsetMs"":1955232}]"
El amigo de la que paga,"Suits: Season 3: ""The Arrangement""",Samsung CE 2022 Pontus-M Smart TV,2023-07-30 17:58:46,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":77994},{""eventType"":""playing"",""sessionOffsetMs"":1196,""mediaOffsetMs"":77994},{""eventType"":""playing"",""sessionOffsetMs"":21314,""mediaOffsetMs"":98112},{""eventType"":""playing"",""sessionOffsetMs"":29314,""mediaOffsetMs"":106112},{""eventType"":""playing"",""sessionOffsetMs"":35330,""mediaOffsetMs"":112128},{""eventType"":""playing"",""sessionOffsetMs"":93378,""mediaOffsetMs"":170176},{""eventType"":""paused"",""sessionOffsetMs"":158251,""mediaOffsetMs"":234868},{""eventType"":""reposition"",""sessionOffsetMs"":158251,""mediaOffsetMs"":225038},{""eventType"":""paused"",""sessionOffsetMs"":158440,""mediaOffsetMs"":225038},{""eventType"":""reposition"",""sessionOffsetMs"":159190,""mediaOffsetMs"":220000},{""eventType"":""playing"",""sessionOffsetMs"":160290,""mediaOffsetMs"":214422},{""eventType"":""playing"",""sessionOffsetMs"":160353,""mediaOffsetMs"":214499},{""eventType"":""playing"",""sessionOffsetMs"":184094,""mediaOffsetMs"":238240},{""eventType"":""playing"",""sessionOffsetMs"":190110,""mediaOffsetMs"":244256},{""eventType"":""playing"",""sessionOffsetMs"":198110,""mediaOffsetMs"":252256},{""eventType"":""playing"",""sessionOffsetMs"":240158,""mediaOffsetMs"":294304},{""eventType"":""paused"",""sessionOffsetMs"":506237,""mediaOffsetMs"":560133},{""eventType"":""reposition"",""sessionOffsetMs"":506237,""mediaOffsetMs"":586961},{""eventType"":""playing"",""sessionOffsetMs"":506562,""mediaOffsetMs"":587011},{""eventType"":""playing"",""sessionOffsetMs"":506607,""mediaOffsetMs"":586961},{""eventType"":""paused"",""sessionOffsetMs"":653629,""mediaOffsetMs"":733937},{""eventType"":""reposition"",""sessionOffsetMs"":653629,""mediaOffsetMs"":724066},{""eventType"":""paused"",""sessionOffsetMs"":653826,""mediaOffsetMs"":724066},{""eventType"":""reposition"",""sessionOffsetMs"":655112,""mediaOffsetMs"":690000},{""eventType"":""playing"",""sessionOffsetMs"":656031,""mediaOffsetMs"":688938},{""eventType"":""playing"",""sessionOffsetMs"":656111,""mediaOffsetMs"":689047},{""eventType"":""paused"",""sessionOffsetMs"":674098,""mediaOffsetMs"":706862},{""eventType"":""reposition"",""sessionOffsetMs"":675532,""mediaOffsetMs"":710000},{""eventType"":""playing"",""sessionOffsetMs"":675784,""mediaOffsetMs"":707773},{""eventType"":""playing"",""sessionOffsetMs"":675793,""mediaOffsetMs"":707748},{""eventType"":""playing"",""sessionOffsetMs"":678765,""mediaOffsetMs"":710720},{""eventType"":""playing"",""sessionOffsetMs"":686765,""mediaOffsetMs"":718720},{""eventType"":""playing"",""sessionOffsetMs"":720813,""mediaOffsetMs"":752768},{""eventType"":""playing"",""sessionOffsetMs"":742829,""mediaOffsetMs"":774784},{""eventType"":""playing"",""sessionOffsetMs"":1369453,""mediaOffsetMs"":1401408},{""eventType"":""playing"",""sessionOffsetMs"":1397485,""mediaOffsetMs"":1429440},{""eventType"":""playing"",""sessionOffsetMs"":1505581,""mediaOffsetMs"":1537536},{""eventType"":""playing"",""sessionOffsetMs"":1553645,""mediaOffsetMs"":1585600},{""eventType"":""playing"",""sessionOffsetMs"":1625709,""mediaOffsetMs"":1657664},{""eventType"":""playing"",""sessionOffsetMs"":1647725,""mediaOffsetMs"":1679680},{""eventType"":""playing"",""sessionOffsetMs"":1711789,""mediaOffsetMs"":1743744},{""eventType"":""paused"",""sessionOffsetMs"":1715080,""mediaOffsetMs"":1746659},{""eventType"":""stopped"",""sessionOffsetMs"":3134294,""mediaOffsetMs"":1746659}]"
El amigo de la que paga,"Suits: Season 2: ""War""",Samsung CE 2022 Pontus-M Smart TV,2023-07-30 17:27:20,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":704829},{""eventType"":""playing"",""sessionOffsetMs"":3119,""mediaOffsetMs"":704829},{""eventType"":""paused"",""sessionOffsetMs"":4904,""mediaOffsetMs"":706271},{""eventType"":""playing"",""sessionOffsetMs"":13156,""mediaOffsetMs"":706271},{""eventType"":""playing"",""sessionOffsetMs"":35621,""mediaOffsetMs"":728736},{""eventType"":""playing"",""sessionOffsetMs"":43621,""mediaOffsetMs"":736736},{""eventType"":""playing"",""sessionOffsetMs"":49637,""mediaOffsetMs"":742752},{""eventType"":""playing"",""sessionOffsetMs"":57637,""mediaOffsetMs"":750752},{""eventType"":""paused"",""sessionOffsetMs"":1418736,""mediaOffsetMs"":2111938},{""eventType"":""reposition"",""sessionOffsetMs"":1418736,""mediaOffsetMs"":2102098},{""eventType"":""paused"",""sessionOffsetMs"":1418935,""mediaOffsetMs"":2102098},{""eventType"":""reposition"",""sessionOffsetMs"":1419499,""mediaOffsetMs"":2100000},{""eventType"":""playing"",""sessionOffsetMs"":1420097,""mediaOffsetMs"":2095093},{""eventType"":""playing"",""sessionOffsetMs"":1420215,""mediaOffsetMs"":2095093},{""eventType"":""playing"",""sessionOffsetMs"":1441250,""mediaOffsetMs"":2116128},{""eventType"":""playing"",""sessionOffsetMs"":1449250,""mediaOffsetMs"":2124128},{""eventType"":""playing"",""sessionOffsetMs"":1455266,""mediaOffsetMs"":2130144},{""eventType"":""playing"",""sessionOffsetMs"":1505314,""mediaOffsetMs"":2180192},{""eventType"":""paused"",""sessionOffsetMs"":1886867,""mediaOffsetMs"":2561609},{""eventType"":""stopped"",""sessionOffsetMs"":1888241,""mediaOffsetMs"":2561836}]"
El amigo de la que paga,Suits: Season 1_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-30 17:27:18,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1873,""mediaOffsetMs"":0}]"
El amigo de la que paga,Season 1 Sensory Clip: Five Star Chef,Samsung CE 2022 Pontus-M Smart TV,2023-07-30 17:27:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2061,""mediaOffsetMs"":0}]"
El amigo de la que paga,"Suits: Season 2: ""War""",Samsung CE 2022 Pontus-M Smart TV,2023-07-29 21:56:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":48465},{""eventType"":""playing"",""sessionOffsetMs"":1197,""mediaOffsetMs"":48465},{""eventType"":""playing"",""sessionOffsetMs"":22812,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":30812,""mediaOffsetMs"":78080},{""eventType"":""playing"",""sessionOffsetMs"":36828,""mediaOffsetMs"":84096},{""eventType"":""playing"",""sessionOffsetMs"":94876,""mediaOffsetMs"":142144},{""eventType"":""playing"",""sessionOffsetMs"":571356,""mediaOffsetMs"":618624},{""eventType"":""playing"",""sessionOffsetMs"":585372,""mediaOffsetMs"":632640},{""eventType"":""playing"",""sessionOffsetMs"":607388,""mediaOffsetMs"":654656},{""eventType"":""playing"",""sessionOffsetMs"":627420,""mediaOffsetMs"":674688},{""eventType"":""playing"",""sessionOffsetMs"":663452,""mediaOffsetMs"":710720},{""eventType"":""paused"",""sessionOffsetMs"":682058,""mediaOffsetMs"":727932}]"
El amigo de la que paga,"Suits: Season 2: ""Normandy""",Samsung CE 2022 Pontus-M Smart TV,2023-07-29 21:15:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":396979},{""eventType"":""playing"",""sessionOffsetMs"":4625,""mediaOffsetMs"":396979},{""eventType"":""paused"",""sessionOffsetMs"":5286,""mediaOffsetMs"":397546},{""eventType"":""playing"",""sessionOffsetMs"":14580,""mediaOffsetMs"":397546},{""eventType"":""paused"",""sessionOffsetMs"":14734,""mediaOffsetMs"":397918},{""eventType"":""playing"",""sessionOffsetMs"":14943,""mediaOffsetMs"":397918},{""eventType"":""paused"",""sessionOffsetMs"":16879,""mediaOffsetMs"":399750},{""eventType"":""reposition"",""sessionOffsetMs"":16879,""mediaOffsetMs"":426968},{""eventType"":""playing"",""sessionOffsetMs"":17180,""mediaOffsetMs"":427114},{""eventType"":""playing"",""sessionOffsetMs"":16498,""mediaOffsetMs"":426432},{""eventType"":""playing"",""sessionOffsetMs"":17198,""mediaOffsetMs"":426968},{""eventType"":""paused"",""sessionOffsetMs"":17689,""mediaOffsetMs"":427480},{""eventType"":""reposition"",""sessionOffsetMs"":17689,""mediaOffsetMs"":444899},{""eventType"":""playing"",""sessionOffsetMs"":17947,""mediaOffsetMs"":443195},{""eventType"":""playing"",""sessionOffsetMs"":17966,""mediaOffsetMs"":443067},{""eventType"":""paused"",""sessionOffsetMs"":18039,""mediaOffsetMs"":443067},{""eventType"":""reposition"",""sessionOffsetMs"":18039,""mediaOffsetMs"":433278},{""eventType"":""paused"",""sessionOffsetMs"":18276,""mediaOffsetMs"":433278},{""eventType"":""reposition"",""sessionOffsetMs"":21613,""mediaOffsetMs"":260000},{""eventType"":""playing"",""sessionOffsetMs"":25409,""mediaOffsetMs"":258591},{""eventType"":""playing"",""sessionOffsetMs"":25465,""mediaOffsetMs"":258666},{""eventType"":""playing"",""sessionOffsetMs"":47087,""mediaOffsetMs"":280288},{""eventType"":""playing"",""sessionOffsetMs"":55087,""mediaOffsetMs"":288288},{""eventType"":""playing"",""sessionOffsetMs"":119151,""mediaOffsetMs"":352352},{""eventType"":""playing"",""sessionOffsetMs"":125167,""mediaOffsetMs"":358368},{""eventType"":""paused"",""sessionOffsetMs"":215195,""mediaOffsetMs"":448229},{""eventType"":""reposition"",""sessionOffsetMs"":215195,""mediaOffsetMs"":438383},{""eventType"":""paused"",""sessionOffsetMs"":215419,""mediaOffsetMs"":438383},{""eventType"":""reposition"",""sessionOffsetMs"":216630,""mediaOffsetMs"":420000},{""eventType"":""playing"",""sessionOffsetMs"":218254,""mediaOffsetMs"":418459},{""eventType"":""playing"",""sessionOffsetMs"":218349,""mediaOffsetMs"":418587},{""eventType"":""playing"",""sessionOffsetMs"":240210,""mediaOffsetMs"":440448},{""eventType"":""playing"",""sessionOffsetMs"":248210,""mediaOffsetMs"":448448},{""eventType"":""paused"",""sessionOffsetMs"":303646,""mediaOffsetMs"":503814},{""eventType"":""reposition"",""sessionOffsetMs"":303646,""mediaOffsetMs"":493881},{""eventType"":""paused"",""sessionOffsetMs"":303801,""mediaOffsetMs"":493881},{""eventType"":""reposition"",""sessionOffsetMs"":304580,""mediaOffsetMs"":490000},{""eventType"":""playing"",""sessionOffsetMs"":306098,""mediaOffsetMs"":489697},{""eventType"":""playing"",""sessionOffsetMs"":306157,""mediaOffsetMs"":489785},{""eventType"":""playing"",""sessionOffsetMs"":328884,""mediaOffsetMs"":512512},{""eventType"":""playing"",""sessionOffsetMs"":348916,""mediaOffsetMs"":532544},{""eventType"":""playing"",""sessionOffsetMs"":356916,""mediaOffsetMs"":540544},{""eventType"":""playing"",""sessionOffsetMs"":392948,""mediaOffsetMs"":576576},{""eventType"":""paused"",""sessionOffsetMs"":1006154,""mediaOffsetMs"":1189616},{""eventType"":""reposition"",""sessionOffsetMs"":1006154,""mediaOffsetMs"":1179771},{""eventType"":""paused"",""sessionOffsetMs"":1006376,""mediaOffsetMs"":1179771},{""eventType"":""reposition"",""sessionOffsetMs"":1008186,""mediaOffsetMs"":1110000},{""eventType"":""playing"",""sessionOffsetMs"":1010133,""mediaOffsetMs"":1109775},{""eventType"":""playing"",""sessionOffsetMs"":1010202,""mediaOffsetMs"":1109876},{""eventType"":""playing"",""sessionOffsetMs"":1031462,""mediaOffsetMs"":1131136},{""eventType"":""playing"",""sessionOffsetMs"":1087526,""mediaOffsetMs"":1187200},{""eventType"":""playing"",""sessionOffsetMs"":1095526,""mediaOffsetMs"":1195200},{""eventType"":""playing"",""sessionOffsetMs"":1101542,""mediaOffsetMs"":1201216},{""eventType"":""paused"",""sessionOffsetMs"":2449711,""mediaOffsetMs"":2549104},{""eventType"":""stopped"",""sessionOffsetMs"":2450038,""mediaOffsetMs"":2549345}]"
El amigo de la que paga,Suits: Season 1_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-29 21:15:31,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1244,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2431,""mediaOffsetMs"":1106},{""eventType"":""stopped"",""sessionOffsetMs"":4076,""mediaOffsetMs"":1106}]"
El amigo de la que paga,Suits: Season 1_hook_primary_16x9,Samsung CE 2022 Pontus-M Smart TV,2023-07-29 21:15:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1172,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3088,""mediaOffsetMs"":1827},{""eventType"":""stopped"",""sessionOffsetMs"":4781,""mediaOffsetMs"":1827}]"
El amigo de la que paga,Season 1 High Context Clip: How to Become a Cult Leader,Samsung CE 2022 Pontus-M Smart TV,2023-07-29 21:15:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1862,""mediaOffsetMs"":0}]"
El amigo de la que paga,"Suits: Season 2: ""Normandy""",Samsung CE 2022 Pontus-M Smart TV,2023-07-28 05:24:50,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1842,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":21874,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":29874,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":35890,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":43890,""mediaOffsetMs"":42048},{""eventType"":""paused"",""sessionOffsetMs"":399978,""mediaOffsetMs"":397653},{""eventType"":""stopped"",""sessionOffsetMs"":405618,""mediaOffsetMs"":397653}]"
El amigo de la que paga,"Suits: Season 2: ""He's Back""",Samsung CE 2022 Pontus-M Smart TV,2023-07-28 05:10:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1756755},{""eventType"":""playing"",""sessionOffsetMs"":2834,""mediaOffsetMs"":1756755},{""eventType"":""playing"",""sessionOffsetMs"":23871,""mediaOffsetMs"":1777792},{""eventType"":""playing"",""sessionOffsetMs"":31871,""mediaOffsetMs"":1785792},{""eventType"":""playing"",""sessionOffsetMs"":39871,""mediaOffsetMs"":1793792},{""eventType"":""playing"",""sessionOffsetMs"":45887,""mediaOffsetMs"":1799808},{""eventType"":""stopped"",""sessionOffsetMs"":834599,""mediaOffsetMs"":2587376}]"
El amigo de la que paga,"Suits: Season 2: ""He's Back""",Apple iPhone 14 Pro iPhone,2023-07-28 04:57:01,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":985000},{""eventType"":""playing"",""sessionOffsetMs"":151,""mediaOffsetMs"":985000},{""eventType"":""playing"",""sessionOffsetMs"":27153,""mediaOffsetMs"":1012002},{""eventType"":""playing"",""sessionOffsetMs"":70151,""mediaOffsetMs"":1055000},{""eventType"":""stopped"",""sessionOffsetMs"":776252,""mediaOffsetMs"":1759501}]"
El amigo de la que paga,"Suits: Season 2: ""He's Back""",Apple iPhone 14 Pro iPhone,2023-07-28 04:54:50,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":985423},{""eventType"":""playing"",""sessionOffsetMs"":152,""mediaOffsetMs"":985423},{""eventType"":""stopped"",""sessionOffsetMs"":5000,""mediaOffsetMs"":989001}]"
