Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:4c7b:ba5c:e93d:1b29,MX,Morelos,TEZOYUCA,2023-06-02 05:16:27
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:e465:bda4:697:9531:4eab,MX,Morelos,LA CALERA,2023-05-23 06:20:56
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:966b:ad77:f844:51c2:9af5,MX,Morelos,ALPUYECA,2023-06-26 01:49:44
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:99ec:9922:bde2:ec09:8903,MX,Morelos,YAUTEPEC,2023-05-05 14:11:23
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a709:14a8:af2a:cb8c:e490,MX,Morelos,LA JOYA,2023-05-01 12:51:40
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:7f63:5c58:10b4:b0d2:22a1,MX,Morelos,TEJALPA,2023-05-11 05:04:27
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:f91b:58ca:75c2:2876,MX,Morelos,TEZOYUCA,2023-06-05 04:34:04
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:d95d:d87b:a609:3678,MX,Morelos,TEZOYUCA,2023-06-06 04:46:19
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:d8f7:9da4:61fc:4e7a,MX,Morelos,TEZOYUCA,2023-06-04 13:18:11
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:7f63:71ec:d8a7:7829:a63a,MX,Morelos,TEJALPA,2023-05-15 04:48:33
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:73da:e436:e8d2:b15d:9890,MX,Morelos,ALPUYECA,2023-04-11 05:11:36
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:e465:8d4:29f0:995:38f4,MX,Morelos,TEJALPA,2023-05-24 04:33:41
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:7f63:5d4b:ce26:d3b6:4bb6,MX,Morelos,CUAUTLA DE MORELOS,2023-05-17 03:05:03
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:73da:c1e5:c050:46a3:2c2e,MX,Morelos,ALPUYECA,2023-04-07 05:08:30
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:99ec:d64:10f6:4a5f:4dab,MX,Morelos,YAUTEPEC,2023-05-07 04:40:13
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:e010:b53c:c104:37de:aaaf,MX,Morelos,JIUTEPEC,2023-04-16 05:28:15
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:7f63:1423:3e04:2ff2:6db7,MX,Morelos,TEJALPA,2023-05-12 00:02:34
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a709:31ec:98c9:6b2e:89d6,MX,Morelos,LA JOYA,2023-04-22 04:39:59
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,24.1.106.145,US,Illinois,CHICAGO,2023-02-21 01:56:45
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:a5e7:209:b1d2:1374,US,Illinois,CHICAGO,2023-04-10 03:38:30
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:90c6:d4b7:f57a:7505,US,Illinois,CHICAGO,2023-01-17 00:08:00
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:cc0a:a356:b608:5724,US,Illinois,CHICAGO,2022-12-08 01:29:13
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,98.213.81.186,US,Illinois,CHICAGO,2022-12-04 05:02:36
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:2df9:877f:dad4:e9fd,US,Illinois,CHICAGO,2023-03-04 17:23:52
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:d85f:2e20:442:79fc,US,Illinois,CHICAGO,2023-03-05 18:39:29
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:84fc:a6a4:8940:bfc1,US,Illinois,CHICAGO,2022-12-21 03:55:35
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:f154:fc8d:8bde:2512,US,Illinois,CHICAGO,2022-12-11 06:52:45
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:9def:a123:ce1c:3b3a,US,Illinois,CHICAGO,2022-12-10 03:02:45
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:a4ff:24a9:5db9:4f3c,US,Illinois,CHICAGO,2023-02-20 03:38:31
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:457e:7bc2:d53d:1def,US,Illinois,CHICAGO,2022-12-26 20:56:25
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:2b:5013:d8be:2320,US,Illinois,CHICAGO,2023-04-12 00:28:57
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:fb65:8e56:febd:78cc,US,Illinois,CHICAGO,2022-12-18 19:11:38
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:19af:9874:3ef9:d18f,US,Illinois,CHICAGO,2023-02-26 22:31:42
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:80fd:60e9:2fca:99da,US,Illinois,CHICAGO,2022-12-24 16:52:35
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:5094:511a:ba6f:534f,US,Illinois,CHICAGO,2022-12-24 00:48:46
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:a5ce:c084:24a2:f183,US,Illinois,CHICAGO,2023-02-24 18:50:49
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:b56c:e732:89ef:c11b,US,Illinois,CHICAGO,2022-12-05 03:22:35
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:65ff:9e60:b86d:5e3b,US,Illinois,CHICAGO,2022-12-04 06:25:30
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:b91f:7bfa:d5b6:4456,US,Illinois,CHICAGO,2023-02-25 03:31:57
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:7c2b:938a:2c1b:eeed,US,Illinois,CHICAGO,2022-12-03 05:53:53
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:8943:e4d:cd36:2c5,US,Illinois,CHICAGO,2023-01-09 22:28:07
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:4cd2:59c2:1445:dc3c,US,Illinois,CHICAGO,2023-03-04 07:12:42
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:b5e0:7527:1657:8ddb,US,Illinois,CHICAGO,2023-02-13 23:51:36
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:d876:51ef:3cae:d189,US,Illinois,CHICAGO,2023-02-11 06:14:36
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:7899:d6a8:4a25:5b8d,US,Illinois,CHICAGO,2022-12-02 02:20:30
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:50e2:8bd4:15fd:dd10,US,Illinois,CHICAGO,2023-01-14 22:15:25
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:9123:6d64:899b:168a,US,Illinois,CHICAGO,2023-03-10 03:22:24
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:e501:ba39:5919:4eee,US,Illinois,CHICAGO,2023-03-10 21:26:31
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:862:14f:c240:4db9,US,Illinois,CHICAGO,2023-01-08 21:29:56
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:f1f2:f3d1:888f:d1a1,US,Illinois,CHICAGO,2023-01-29 18:56:13
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:bc39:7d51:944d:8785,US,Illinois,CHICAGO,2023-01-11 00:21:49
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:b519:3bea:3d85:dcfa,US,Illinois,CHICAGO,2023-03-15 20:47:28
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:d580:c3d9:d330:4732,US,Illinois,CHICAGO,2023-02-02 01:15:48
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:b430:942a:7a8d:6a73,US,Illinois,CHICAGO,2023-01-26 03:48:11
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:241:8701:a5e0:fc18:bec0:96cc:a248,US,Illinois,CHICAGO,2023-02-14 00:41:26
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:4e:d3b4:9245:3aa8,US,Illinois,CHICAGO,2023-06-08 01:45:46
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,24.1.106.145,US,Illinois,CHICAGO,2023-05-13 01:51:23
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:7123:b694:9dac:6785,US,Illinois,CHICAGO,2023-06-06 02:22:24
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:dc56:a18d:2372:533,US,Illinois,CHICAGO,2023-06-18 22:33:23
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:45ba:3ec:9291:717c,US,Illinois,CHICAGO,2023-06-18 22:13:07
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:c93e:53a7:9e2d:973c,US,Illinois,CHICAGO,2023-06-11 17:29:37
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:91a5:18c7:34db:a8de,US,Illinois,CHICAGO,2023-06-15 23:51:14
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:f9:3df8:2aef:7d05,US,Illinois,CHICAGO,2023-06-26 02:42:12
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:a898:7fea:dabe:9ace,US,Illinois,CHICAGO,2023-05-05 21:47:45
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:f4ed:c39c:b925:c42a,US,Illinois,CHICAGO,2023-06-05 01:09:55
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:31ad:d427:6c8b:c6df,US,Illinois,CHICAGO,2023-05-13 01:51:13
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:cc0:59fd:8a67:a8e6,US,Illinois,CHICAGO,2023-06-02 19:57:47
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-27454-A338B787ACE07206419C58E19AAEA5CD6DFC4C8C0C57388DDE39CB24B92518E5,google_Chromecast,google_Chromecast,2601:249:8400:bea0:cd49:7d3:d5f1:d57b,US,Illinois,CHICAGO,2023-05-03 03:14:07
NFANDROID2-PRV-SONYANDROIDTV2022M5-SONY=BRAVIA=4K=VH21-22653-77194191D8A3CD01361C3AD3BCED879B005290BFF12983F9F36EE6CB98680010,Sony_BRAVIA 4K VH21,Sony_BRAVIA 4K VH21,98.193.90.125,US,Illinois,CHICAGO,2022-10-14 03:15:40
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:249:8400:bea0:d4f0:bfc3:977d:f173,US,Illinois,CHICAGO,2023-03-04 16:33:17
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,189.202.28.218,MX,Guerrero,ACAPULCO DE JUAREZ,2022-12-15 16:33:30
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:249:8400:bea0:ccb9:e43e:9b2a:2421,US,Illinois,CHICAGO,2023-03-06 14:08:47
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:241:8701:a5e0:c180:87d3:ed7b:a792,US,Illinois,CHICAGO,2022-12-18 07:57:11
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2806:106e:c:89e4:dc1c:7a38:4109:63a9,MX,Ciudad De Mexico,MEXICO CITY,2022-12-18 06:27:51
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:241:8701:a5e0:c85e:c797:a1bd:47b1,US,Illinois,CHICAGO,2023-01-20 22:47:19
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:241:8701:a5e0:1ddd:f360:adf7:9752,US,Illinois,CHICAGO,2023-02-06 02:55:18
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:249:8400:bea0:e481:8f83:12c7:da47,US,Illinois,CHICAGO,2023-04-04 17:50:33
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:241:8701:a5e0:8c45:8bc1:db14:17dd,US,Illinois,CHICAGO,2023-01-06 02:37:04
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,73.247.17.20,US,Illinois,WILMETTE,2022-11-21 01:34:29
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:241:8701:a5e0:4855:f1aa:1222:c692,US,Illinois,CHICAGO,2023-01-01 21:02:48
NFAPPL-01-IPAD13=4-2BF42FDB2E1098B73EC8CF6A461F96AB86E5A8FA8AB1FE63DA0A12E2D7118636,APPLE_iPad13-4,APPLE_iPad13-4,2601:249:8400:bea0:4027:e2b6:787e:165d,US,Illinois,CHICAGO,2023-05-17 18:29:29
NFAPPL-02-IPHONE13=1-99B54E830886E61A52C63401ADB27E0E493D14E2D6826B5DF14D40F106EEFCF7,APPLE_iPhone13-1,APPLE_iPhone13-1,63.151.249.56,US,Arizona,PHOENIX,2022-12-08 09:12:16
NFAPPL-02-IPHONE13=1-99B54E830886E61A52C63401ADB27E0E493D14E2D6826B5DF14D40F106EEFCF7,APPLE_iPhone13-1,APPLE_iPhone13-1,98.193.90.125,US,Illinois,CHICAGO,2022-10-08 22:39:05
NFAPPL-02-IPHONE13=1-99B54E830886E61A52C63401ADB27E0E493D14E2D6826B5DF14D40F106EEFCF7,APPLE_iPhone13-1,APPLE_iPhone13-1,2600:1011:b115:d741:a5b6:8100:30bc:742f,US,Arizona,SCOTTSDALE,2022-12-10 05:26:49
NFAPPL-02-IPHONE13=1-99B54E830886E61A52C63401ADB27E0E493D14E2D6826B5DF14D40F106EEFCF7,APPLE_iPhone13-1,APPLE_iPhone13-1,2600:1007:b12b:2659:5cca:1a79:72c6:18e1,US,Michigan,DETROIT,2023-02-24 02:02:46
