Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:2196:d490:1be3:9082:bb53,MX,Morelos,LA CRUZ,2022-11-02 23:42:48
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:5e6a:ac8a:efb6:4a74:101b,MX,Morelos,JIUTEPEC,2023-03-16 22:43:28
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:8d8f:ad59:c8df:7eb4:284b,MX,Morelos,CUAUTLA DE MORELOS,2023-01-06 00:23:40
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.227.253.114,MX,Morelos,PUENTE DE IXTLA,2022-11-16 21:27:20
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:966b:b0ce:64d9:ba21:d53b,MX,Morelos,IGNACIO MANUEL ALTAMIRANO,2023-07-04 23:00:53
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:2c70:d5c4:355c:bf43:25e9,MX,Morelos,TEMIXCO,2022-10-25 20:45:22
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:6172:ce5:80f:4496:46c5,MX,Morelos,LA CALERA,2023-05-28 18:02:58
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.43.135,MX,Morelos,TEJALPA,2023-05-27 16:03:15
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.42.169,MX,Morelos,CUERNAVACA,2023-07-01 00:30:48
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.42.251,MX,Morelos,JIUTEPEC,2023-05-18 22:27:43
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:91d8:b0ce:64d9:ba21:d53b,MX,Morelos,ALPUYECA,2023-07-18 01:16:21
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.42.19,MX,Morelos,JOJUTLA,2023-01-28 23:24:19
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.43.105,MX,Morelos,HACIENDA DEL REY,2023-05-27 23:28:50
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:290c:2122:5649:4022:db5c,MX,Morelos,TEMIXCO,2022-10-12 00:25:43
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,200.68.173.67,MX,Morelos,JIUTEPEC,2022-12-06 12:38:24
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:2cf4:6830:f5c1:517:47a9,MX,Morelos,PUENTE DE IXTLA,2022-12-06 00:13:34
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.228.28.246,MX,Morelos,JIUTEPEC,2023-08-01 23:14:03
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:a9b4:2122:5649:4022:db5c,MX,Morelos,CUERNAVACA,2022-10-18 21:39:48
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:205b:6830:f5c1:517:47a9,MX,Morelos,JIUTEPEC,2022-12-07 23:01:53
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.40.217,MX,Morelos,CUAUTLA DE MORELOS,2022-10-15 16:46:32
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,200.68.128.13,MX,Ciudad De Mexico,COCOYOTES,2023-01-08 03:12:10
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.42.42,MX,Morelos,CUAUTLA DE MORELOS,2023-01-07 05:35:38
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:6c21:ac8a:efb6:4a74:101b,MX,Morelos,ALPUYECA,2023-03-14 22:36:06
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,201.160.220.43,MX,Morelos,CUERNAVACA,2022-12-25 04:32:51
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,2806:104e:14:89b8:b0ce:64d9:ba21:d53b,MX,Morelos,TEMIXCO,2023-07-12 12:51:55
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,187.214.42.172,MX,Morelos,EMILIANO ZAPATA,2023-07-10 03:36:20
NFANDROID1-PRV-P-OPPO=CPH2205-19879-A041C54BF6BCC26044AD5B32C8A320EA3503607FDC51914FFB9A196B83C4FC66,OPPO_CPH2205,OPPO_CPH2205,200.68.128.132,MX,Ciudad De Mexico,MEXICO CITY,2022-10-26 11:39:31
NFANDROID1-PRV-P-OPPO=CPH2365-21002-0BDF1F88CEBDA8134484A62768B64FCF615EB89DFC9FDCBFBA23D1EB4B544680B,OPPO_CPH2365,OPPO_CPH2365,201.175.203.72,MX,Veracruz,XALAPA-ENRIQUEZ,2022-12-14 05:20:47
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,200.68.183.43,MX,Ciudad De Mexico,MEXICO CITY,2023-07-07 01:53:10
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.223.173,MX,Ciudad De Mexico,LA PRIMAVERA,2023-01-23 21:27:25
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.221.172,MX,Ciudad De Mexico,MEXICO CITY,2023-01-23 19:40:08
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,200.63.45.11,MX,Mexico,TECAMAC DE FELIPE VILLANUEVA,2023-07-06 01:40:44
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.221.3,MX,Ciudad De Mexico,MEXICO CITY,2023-01-12 19:04:00
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,2806:104e:14:966b:89fa:3ec0:c465:9039,MX,Morelos,IGNACIO MANUEL ALTAMIRANO,2023-07-06 00:57:06
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.202.118,MX,Tlaxcala,LOMA BONITA,2022-12-17 00:36:09
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.222.154,MX,Ciudad De Mexico,MEXICO CITY,2022-12-17 00:30:46
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.203.223,MX,Veracruz,VERACRUZ,2023-01-09 05:19:14
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.223.61,MX,Ciudad De Mexico,BARRIO LA ASUNCION,2023-01-11 19:34:13
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.221.139,MX,Ciudad De Mexico,TLALPAN,2023-01-08 12:07:09
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.220.150,MX,Ciudad De Mexico,MEXICO CITY,2023-01-07 08:10:20
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.220.101,MX,Ciudad De Mexico,MEXICO CITY,2022-12-16 02:11:56
NFANDROID1-PRV-P-OPPO=CPH2365-21002-C3B58A020997B1129732BFD08F1B4F8CF68D106F8427D3186AD0E70E6D9FCD11,OPPO_CPH2365,OPPO_CPH2365,201.175.223.156,MX,Ciudad De Mexico,MEXICO CITY,2022-12-16 02:34:37
NFANDROID1-PRV-T-LENOVTB328FU-23984-6ED2D5BFF9E6ECA1110D7300E961CC09DDF10FED7F3C120343CC798AF1DD2764,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:9c93:7415:ad3:7323:a10a,MX,Morelos,TEMIXCO,2022-12-21 00:59:06
NFANDROID1-PRV-T-LENOVTB328FU-23984-6ED2D5BFF9E6ECA1110D7300E961CC09DDF10FED7F3C120343CC798AF1DD2764,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:9c93:7415:ad3:7323:a10a,MX,Morelos,TEMIXCO,2022-12-21 01:49:28
NFANDROID1-PRV-T-LENOVTB328FU-23984-6ED2D5BFF9E6ECA1110D7300E961CC09DDF10FED7F3C120343CC798AF1DD2764,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:9c93:cff:43c6:7314:c495,MX,Morelos,TEMIXCO,2022-12-22 22:05:43
NFANDROID1-PRV-T-LENOVTB328FU-23984-6ED2D5BFF9E6ECA1110D7300E961CC09DDF10FED7F3C120343CC798AF1DD2764,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:2487:acc9:eeb0:8656:8185,MX,Morelos,TEMIXCO,2022-12-26 17:19:02
NFANDROID1-PRV-T-LENOVTB328FU-23984-6ED2D5BFF9E6ECA1110D7300E961CC09DDF10FED7F3C120343CC798AF1DD2764,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:9c93:79e1:db62:701a:68a9,MX,Morelos,TEMIXCO,2022-12-22 00:02:58
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:73da:dd88:678b:1271:56d1,MX,Morelos,ALPUYECA,2023-04-10 05:10:17
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:72bd:999a:619d:55af:f276,MX,Morelos,SANTA CRUZ,2023-05-26 05:33:07
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:f8ab:acf5:158d:3da4,MX,Morelos,TEZOYUCA,2023-06-01 05:08:56
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:e465:d0d2:e141:bfb6:d9b6,MX,Morelos,LA CALERA,2023-05-23 00:14:09
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:7abf:c177:19c2:5fde:ab3a,MX,Morelos,CUAUTLA DE MORELOS,2023-04-06 03:14:31
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:40a7:bf92:16d6:a437,MX,Morelos,TEZOYUCA,2023-06-03 05:51:23
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:72bd:f0f9:a1d0:cc9f:91f5,MX,Morelos,SANTA CRUZ,2023-05-27 06:49:26
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:5e6a:b466:59fe:2497:edec,MX,Morelos,JIUTEPEC,2023-03-19 23:52:18
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:5e6a:4ce3:ef36:da7a:8db7,MX,Morelos,JIUTEPEC,2023-03-20 16:34:07
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:e983:8f50:e217:a748,MX,Morelos,TEZOYUCA,2023-06-09 06:53:04
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:73da:3c46:ff3b:ee74:3f39,MX,Morelos,ALPUYECA,2023-04-08 05:47:12
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:922b:f870:c23b:854f:da47,MX,Morelos,TEJALPA,2023-05-19 04:39:55
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a709:cc0:ee9:cf7a:e74,MX,Morelos,LA JOYA,2023-04-22 22:06:43
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:6172:f0f9:a1d0:cc9f:91f5,MX,Morelos,LA CALERA,2023-05-28 05:10:23
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:73da:e00c:a09c:3498:dd3d,MX,Morelos,ALPUYECA,2023-04-12 05:38:02
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a709:c5e0:9599:5a53:4e38,MX,Morelos,LA JOYA,2023-04-24 04:36:02
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a709:814d:d86f:92be:6084,MX,Morelos,LA JOYA,2023-04-29 05:08:35
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:ad5b:25e3:ca83:6f3:51cc,MX,Morelos,JIUTEPEC,2023-04-17 04:46:04
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:785b:90d9:567e:602e:baf8,MX,Morelos,JOJUTLA,2023-02-25 20:30:18
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:785b:90d9:567e:602e:baf8,MX,Morelos,JOJUTLA,2023-02-25 23:57:05
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:7f63:8a4:94f1:afe8:48b4,MX,Morelos,TEJALPA,2023-05-14 13:04:50
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:99ec:f8a6:cd3a:432a:9aa3,MX,Morelos,YAUTEPEC,2023-05-08 04:16:37
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a794:cdef:7281:9bb7:81a4,MX,Morelos,TEZOYUCA,2023-06-07 04:13:01
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,187.214.41.243,MX,Morelos,ALPUYECA,2023-04-15 05:10:05
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:9561:ed81:a357:c867:5127,MX,Morelos,ALPUYECA,2023-05-20 06:04:05
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:90c7:68f8:c439:af4e:e9ee,MX,Morelos,ALPUYECA,2023-05-22 04:12:32
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:a709:8cee:a574:fd47:1099,MX,Morelos,LA JOYA,2023-04-28 05:36:48
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:99ec:5549:414f:c27a:3bb5,MX,Morelos,YAUTEPEC,2023-05-05 04:31:49
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:7f63:6dd1:f1b0:49ed:4540,MX,Morelos,TEJALPA,2023-05-14 04:35:51
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:9561:68f8:c439:af4e:e9ee,MX,Morelos,ALPUYECA,2023-05-21 05:20:46
NFANDROID1-PRV-T-LENOVTB328FU-23984-95F8A9D05C8CA7022101C5CF8873FE7CFD3AF71A4D52A63B94C6CF667A277B92,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,Lenovo_TB328FU_chid_f3cc56c0-6ab5-11e8-b889-55952777bc6e,2806:104e:14:99ec:b490:f49e:5b14:5108,MX,Morelos,YAUTEPEC,2023-05-10 02:17:31
